match_id,event_id,scout_name,team_num,match_num,auton_midline,auton_scored_high,auton_shot_high,auton_high_percent,auton_scored_low,auton_shot_low,auton_low_percent,auton_gears,auton_rotors,driver_skill,human_skill,defense_skill,shooter_range,bot_type,fuel_loading_method,high_balls_scored,high_balls_shot,high_balls_percent,low_balls_scored,low_balls_shot,low_balls_percent,gears_loading_method,gears_placed,gears_attempted,teleop_rotors,climb,comments
149,1,Mei Rose,203,25,yes,0,0,0,0,0,0,1,1,4,4,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,UNKNOWN,2,2,3,no,good cycle
150,1,Ava,103,25,yes,0,0,0,0,0,0,0,0,4,3,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,UNKNOWN,2,2,0,yes,fast
151,1,Justin,2539,30,yes,0,0,0,0,0,0,0,0,5,5,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,UNKNOWN,3,3,3,yes,
152,1,Trey,341,24,yes,0,10,0,0,0,0,0,0,4,4,3,UNKNOWN,Shooter,UNKNOWN,2,2,100,0,0,0,Human,0,0,2,yes,
153,1,justin,225,28,yes,2,20,10,0,0,0,0,0,4,5,3,UNKNOWN,Stand-Alone,UNKNOWN,0,0,0,0,0,0,Human,2,2,2,no,heavily defended
154,1,Connor,203,29,yes,0,0,0,0,0,0,0,0,4,3,3,UNKNOWN,UNKNOWN,Floor,0,0,0,0,0,0,Human,3,3,3,no,
155,1,David,204,29,yes,0,3,0,0,0,0,0,0,3,3,4,UNKNOWN,Defender,UNKNOWN,0,0,0,0,0,0,UNKNOWN,1,1,0,yes,slow climb good defense
156,1,Ava,2590,29,yes,0,10,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,UNKNOWN,3,3,0,yes,
157,1,Mei Rose,2191,29,yes,0,0,0,0,0,0,0,1,3,3,4,UNKNOWN,UNKNOWN,Human,0,0,0,0,0,0,UNKNOWN,0,0,2,no,decent
158,1,Justin,2495,29,yes,0,0,0,0,0,0,0,0,1,5,3,UNKNOWN,Stand-Alone,UNKNOWN,0,0,0,0,0,0,Human,0,0,2,yes,didnt move much
159,1,Connor,5181,30,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,Floor,0,0,0,0,0,0,Human,1,1,3,yes,
160,1,David,708,30,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Shooter,Floor,10,39,33,0,0,0,Floor,3,3,1,yes,good gears good shooter
161,1,Ava,1218,30,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,UNKNOWN,2,3,0,yes,fast climb
162,1,Connor,321,28,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,1,1,2,no,
163,1,Trey,1495,28,yes,0,0,0,0,0,0,0,0,3,3,1,UNKNOWN,Shooter,UNKNOWN,4,10,0,0,0,0,UNKNOWN,0,0,2,yes,
164,1,Ava,423,28,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,Human,0,0,0,0,0,0,Human,1,1,0,yes,
165,1,Trey,486,27,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,Human,0,0,0,0,0,0,Human,1,2,3,yes,
166,1,2978,433,33,yes,0,0,0,0,0,0,1,3,3,3,3,Far Launchpad,Gear,Human,0,0,0,0,0,0,Human,2,2,3,yes,
167,1,Mei Rose,6226,27,yes,0,0,0,0,0,0,1,1,2,4,4,UNKNOWN,Defender,UNKNOWN,0,0,0,0,0,0,UNKNOWN,1,1,3,yes,
168,1,Connor,484,27,yes,0,0,0,0,0,0,0,1,3,3,3,UNKNOWN,UNKNOWN,Floor,0,0,0,0,0,0,Human,1,1,3,no,
169,1,Sanjna,225,33,no,0,0,0,0,0,0,0,0,5,1,1,UNKNOWN,Shooter,Floor,0,0,70,0,0,0,UNKNOWN,1,1,0,yes,"Really good high ball shooter focuses on shooting, not gears -> unlike other teams"
170,1,Ava,341,27,yes,0,0,0,0,0,0,0,0,5,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,4,0,yes,
171,1,Justin,5407,27,yes,1,8,0,0,0,0,0,0,2,5,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Floor,1,1,3,yes,
172,1,Cole,5490,32,yes,0,0,0,0,0,0,0,1,3,3,1,Far Launchpad,Gear,Autoloader,0,0,0,0,0,0,Human,1,1,3,no,had balls and maybe dumped them into low goal but scored no pressure points
173,1,Justin,1811,26,yes,0,0,0,0,0,0,0,0,3,5,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,2,no,fast cycles
174,1,David,304,27,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,UNKNOWN,1,2,0,no,
175,1,David,5420,26,yes,0,0,0,0,0,0,1,1,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,1,yes,slow
176,1,Mei Rose,5181,26,yes,0,0,0,0,0,0,0,1,5,4,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,4,4,3,yes,good gear mechanism
177,1,Ava,321,26,yes,0,0,0,0,0,0,1,0,3,3,3,UNKNOWN,Gear,Autoloader,0,0,0,0,0,0,Human,1,1,0,no,trouble hanging
178,1,Trey,1218,22,yes,0,0,0,0,0,0,0,0,3,3,2,UNKNOWN,Shooter,UNKNOWN,0,0,0,0,0,0,UNKNOWN,1,1,2,yes,
179,1,jagger,484,32,no,0,0,0,0,0,0,0,0,2,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,2,no,Bad everything too long placing hears wasted most of match
180,1,Caleb,341,33,yes,0,0,0,0,0,0,0,0,5,5,5,UNKNOWN,Shooter,UNKNOWN,0,0,0,0,0,0,UNKNOWN,4,4,1,yes,
181,1,alex,2234,32,yes,0,0,0,0,0,0,1,2,3,3,3,Key,Shooter,Autoloader,0,7,0,0,0,0,UNKNOWN,0,0,2,no,"Shooter bot, but is not good at that."
182,1,Jagger,5181,33,no,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,UNKNOWN,1,1,3,yes,lost coms until T-37
183,1,Sanjana,4342,32,no,0,0,0,0,0,0,0,0,3,4,1,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,2,yes,
184,1,Marc,3974,33,no,0,0,0,0,0,0,1,0,3,3,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,no,lost coms
185,1,Cole,1218,33,yes,0,0,0,0,0,0,0,1,3,4,4,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,UNKNOWN,3,3,3,no,slow no shooter
186,1,Marc,304,32,no,0,0,0,0,0,0,1,0,4,5,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,10,0,0,0,UNKNOWN,1,1,0,yes,
187,1,Cole,5420,31,yes,0,0,0,0,0,0,0,0,3,3,4,Close Launchpad,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,2,yes,No shooter slow hanger
188,1,Caleb,1811,32,yes,0,0,0,0,0,0,0,0,3,4,2,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,1,1,0,yes,
189,1,Sanjana,6226,31,no,0,0,0,0,0,0,0,0,3,3,1,Key,Gear,Human,0,0,0,0,0,0,Human,1,1,0,yes,
190,1,Trey,433,30,yes,0,0,0,0,0,0,0,0,3,3,2,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,2,2,3,yes,
191,1,Alex,3974,31,yes,0,0,0,0,0,0,1,3,2,5,2,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,2,2,3,yes,
192,1,Mei Rose,4373,30,yes,0,0,0,0,0,0,0,0,4,3,2,Close Launchpad,Gear,UNKNOWN,0,0,0,0,0,0,Human,1,1,3,yes,gets pushed over
193,1,Jagger,103,31,no,0,0,0,0,0,0,1,1,5,5,4,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,yes,decent
194,1,Caleb,2095,31,yes,0,0,0,0,0,0,0,0,3,4,4,UNKNOWN,Defender,UNKNOWN,0,0,0,0,0,0,Human,0,1,0,yes,
195,1,Marc Zamera,5404,31,no,0,0,0,0,0,0,1,1,3,4,2,Key,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,0,yes,weird movement could be more efficient in driving
196,1,alex,4373,35,yes,0,0,0,0,0,0,1,1,4,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,2,yes,Good at gears but thats it
197,1,Jagger,103,37,no,0,0,0,0,0,0,1,1,5,5,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,2,2,3,no,good
198,1,Caleb,2234,35,yes,0,0,0,0,0,0,0,0,2,2,3,UNKNOWN,UNKNOWN,Human,0,0,0,0,0,0,Human,0,1,0,no,
199,1,Cole,1811,37,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Defender,UNKNOWN,0,0,0,0,0,0,Human,3,3,2,yes,
200,1,Jagger,2095,35,yes,0,0,0,0,0,0,1,1,2,3,3,UNKNOWN,Defender,Floor,0,0,0,0,0,70,UNKNOWN,0,0,2,no,"Bleh, Poor preformance tried for 2 ins to get about 5 balls in low goal."
201,1,Marc,321,35,no,0,0,0,0,0,0,1,0,4,5,3,UNKNOWN,Shooter,Autoloader,0,0,0,0,0,0,Human,0,1,0,yes,Decent
202,1,Caleb,1168,37,no,0,0,0,0,0,0,0,0,2,2,1,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,UNKNOWN,1,1,0,no,
203,1,Sanjna,204,37,no,0,0,0,0,0,0,0,0,4,1,4,UNKNOWN,Defender,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,no,unsuccessful climber good defense
204,1,Sanjna,204,37,no,0,0,0,0,0,0,0,0,4,1,4,UNKNOWN,Defender,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,no,unsuccessful climber good defense
205,1,Cole,6226,35,yes,0,0,0,0,0,0,0,0,2,3,3,UNKNOWN,Defender,UNKNOWN,0,0,0,0,0,0,Human,0,2,1,yes,No Shooter Very fast climbed
206,1,REDACTED,484,37,yes,0,0,0,0,0,0,1,1,4,3,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,2,2,2,yes,great at gears
207,1,Marc,4454,37,no,0,0,0,0,0,0,1,0,3,3,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,0,yes,didnt do much
208,1,Alex,2539,38,no,0,0,0,0,0,0,1,1,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,1,2,3,yes,Not an efficient gear system
209,1,Davis,486,36,no,0,0,0,0,0,0,1,1,2,3,3,UNKNOWN,UNKNOWN,UNKNOWN,4,6,66,0,0,0,UNKNOWN,3,3,0,yes,balls stuck in gear mechanism
210,1,Marc,4342,34,no,0,0,0,0,0,0,1,0,4,5,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,1,yes,Pushed around by other team a lot
211,1,Cole,708,36,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,50,0,0,0,UNKNOWN,2,2,3,yes,"5 drove into opponent airsip in auton, spent most match shooting"
212,1,Caleb,5407,36,no,0,0,0,0,0,0,1,0,3,4,2,UNKNOWN,Gear,UNKNOWN,0,5,0,0,0,0,Human,2,2,1,yes,
213,1,Alex,423,36,yes,0,0,0,0,0,0,0,1,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,3,yes,climber missed 1st time
214,1,Jagger,2495,34,no,0,0,0,0,0,0,0,1,1,3,1,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,UNKNOWN,1,1,3,yes,Spent way too long placing gear looked like a headless chicken TERRIBLE
215,1,Sajna,203,36,no,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,UNKNOWN,2,2,2,yes,
216,1,Marc,5490,36,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,UNKNOWN,1,2,0,no,twitchy drive base
217,1,Caleb,2590,34,yes,0,0,0,0,0,0,0,0,4,4,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,1,yes,
218,1,Sanjna,2191,35,no,0,0,0,0,0,0,0,0,3,3,1,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,1,2,0,yes,
219,1,Cole,1495,34,no,0,0,0,0,0,0,0,1,3,4,1,UNKNOWN,Gear,Autoloader,0,0,0,0,0,0,Human,2,2,3,yes,Very unstable easily pushed confusing shooter possibly only for auton
220,1,Sanjna,5420,34,no,0,0,0,0,0,0,0,0,3,3,1,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,2,2,2,yes,
221,1,Trey,2234,41,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Shooter,UNKNOWN,0,2,0,0,0,0,Human,1,1,2,no,
222,1,David,103,41,no,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Stand-Alone,Autoloader,0,0,0,0,0,0,UNKNOWN,2,2,1,yes,good swerve
223,1,Justin,5407,41,yes,0,0,0,0,0,0,0,0,4,5,2,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Floor,2,3,2,yes,
224,1,Connor,1168,41,yes,0,0,0,0,0,0,0,0,2,3,2,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,0,0,2,no,25 pts pen contact with HP
225,1,Ava,341,41,yes,2,15,0,0,0,0,1,0,4,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,3,0,yes,
226,1,Mei,4373,41,yes,0,0,0,0,0,0,0,0,3,3,4,UNKNOWN,Defender,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,2,no,
227,1,Caleb,225,38,no,0,0,0,0,0,0,0,0,4,4,1,UNKNOWN,UNKNOWN,Floor,0,0,0,0,0,0,UNKNOWN,0,0,0,yes,many balls
228,1,Cole,5404,38,yes,0,0,0,0,0,0,1,1,3,3,4,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,2,3,3,yes,
229,1,Alex,4342,38,yes,0,0,0,0,0,0,1,1,5,3,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,3,3,yes,
230,1,Jagger,433,38,no,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,UNKNOWN,1,2,0,yes,seizures
231,1,REDACTED,304,38,no,0,0,0,0,0,0,0,0,3,5,4,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,1,1,0,no,
232,1,Sanjna,1495,38,no,0,0,0,0,0,0,1,0,2,3,1,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,2,2,2,yes,hard time against defense
233,1,Jagger,3974,39,no,0,0,0,0,0,0,0,0,4,3,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Floor,4,4,3,yes,
234,1,Caleb,203,39,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,UNKNOWN,3,3,1,yes,
235,1,Cole,4454,39,yes,1,2,0,0,0,0,0,0,3,3,4,UNKNOWN,Shooter,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,2,no,lost coms
236,1,Sanjit,2495,39,no,0,0,0,0,0,0,0,0,2,3,2,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,UNKNOWN,1,2,0,yes,
237,1,Sanjna,486,39,no,0,0,0,0,0,0,0,0,2,3,1,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,UNKNOWN,1,1,0,yes,
238,1,Alex,484,39,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,UNKNOWN,1,1,3,yes,good intake
239,1,Sanjna,304,40,no,0,0,0,0,0,0,1,0,3,4,1,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,UNKNOWN,1,2,0,no,
240,1,Sanjit,5181,40,no,0,0,0,0,0,0,1,0,5,4,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,3,3,0,yes,
241,1,Cole,5404,40,yes,0,0,0,0,0,0,0,0,4,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,0,yes,
242,1,Jagger,2191,40,no,0,0,0,0,0,0,0,0,2,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,0,0,3,yes,slow cycles
243,1,Caleb,2590,40,yes,0,0,0,0,0,0,0,0,3,4,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,3,3,1,yes,
244,1,Alex,708,40,yes,0,0,0,0,0,0,0,1,3,4,3,UNKNOWN,Gear,UNKNOWN,20,30,66,0,0,0,UNKNOWN,1,1,3,yes,
245,1,Alyssa,6226,51,yes,0,0,0,0,0,0,0,0,2,3,1,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,0,3,0,yes,dropped all gears
246,1,Caleb,1811,55,no,0,0,0,0,0,0,0,0,0,3,1,UNKNOWN,3,UNKNOWN,0,0,0,0,0,0,Human,3,3,0,no,
247,1,Cole,103,55,yes,1,10,0,0,0,0,1,1,0,4,4,4,Autoloader,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,no,Swerve Drive
248,1,Alex,3974,51,yes,0,0,0,0,0,0,1,1,4,4,4,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,4,4,3,yes,fast slow with putting gear on
249,1,Sanjna,2095,51,yes,0,0,0,0,0,0,0,0,2,1,1,UNKNOWN,Stand-Alone,Human,0,0,0,0,0,0,UNKNOWN,0,0,0,no,did little
250,1,Alex,2590,56,yes,0,0,0,0,0,0,0,1,2,3,2,UNKNOWN,Defender,Autoloader,0,0,0,0,0,0,Human,0,0,2,no,
251,1,Mei Rose,5181,50,yes,0,0,0,0,0,0,1,1,5,4,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,3,yes,Game was a tie
252,1,Caleb,486,51,no,0,0,0,0,0,0,1,0,4,4,2,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Floor,3,3,1,yes,
253,1,Adit,423,55,yes,0,0,0,0,0,0,0,1,2,3,2,UNKNOWN,Gear,Human,0,0,0,0,0,0,Human,1,2,2,yes,
254,1,Cole,2495,51,yes,0,0,0,0,0,0,0,1,3,3,4,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,0,1,2,yes,no shooter
255,1,Ava Peri,2539,50,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,0,yes,Dropped gear 5 times before finally getting it from human loading station
256,1,Adit,204,51,yes,0,0,0,0,0,0,0,0,2,3,2,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,0,0,2,yes,hoarded fuel
257,1,Alyssa,1495,55,yes,0,0,0,0,0,0,1,0,4,4,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,2,2,0,yes,
258,1,Justin,5404,50,yes,0,0,0,0,0,0,1,0,4,5,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,UNKNOWN,3,3,3,yes,
259,1,REDACTED,341,52,yes,0,0,0,0,0,0,0,0,5,5,5,UNKNOWN,Shooter,Floor,3,5,0,0,0,0,Human,4,4,0,yes,
260,1,Justin,225,49,no,17,25,68,0,0,0,0,0,5,5,3,UNKNOWN,Stand-Alone,Autoloader,60,80,75,0,0,0,UNKNOWN,0,0,2,no,Got ranking point
261,1,Sanjna,1218,52,no,0,0,0,0,0,0,0,0,3,4,1,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,1,1,3,yes,
262,1,Sanjna,304,55,no,0,0,0,0,0,0,0,0,1,1,1,UNKNOWN,Stand-Alone,Floor,0,0,0,0,0,0,UNKNOWN,0,0,0,no,Looked like it was just hovering the whole match
263,1,Alyssa,321,52,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,Autoloader,0,0,0,0,0,0,Human,0,0,2,no,
264,1,Caleb,103,52,yes,0,0,0,0,0,0,0,0,3,4,2,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Human,2,2,0,yes,
265,1,David Evans,1495,50,yes,0,0,0,0,0,0,1,1,3,4,3,UNKNOWN,Stand-Alone,Autoloader,1,5,0,0,0,0,Human,1,1,0,yes,Puts gears very slow
266,1,Adit,4342,52,yes,0,0,0,0,0,0,1,1,2,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,1,1,3,yes,slow
267,1,Connor,4373,50,no,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,3,yes,
268,1,Alyssa,5490,54,yes,0,0,0,0,0,0,1,0,3,4,3,UNKNOWN,UNKNOWN,Autoloader,0,0,0,0,0,0,Human,2,2,1,yes,Did not load fuel
269,1,Cole,708,52,yes,0,0,0,0,0,0,0,1,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,3,3,3,yes,
270,1,Trey hippensteal,2234,49,yes,0,0,0,0,0,0,0,1,3,3,2,UNKNOWN,Gear,Floor,0,0,0,0,0,0,Human,0,0,2,no,
271,1,Cole,1168,54,yes,0,0,0,0,0,0,0,1,2,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,0,1,3,no,
272,1,David,2539,42,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,0,0,1,yes,"trouble with gears, auton failed"
273,1,Mei Rose,1811,49,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,2,yes,
274,1,David,204,48,yes,0,0,0,0,0,0,0,0,4,3,5,UNKNOWN,Defender,Human,0,0,0,0,0,0,UNKNOWN,0,0,0,yes,very good defender
275,1,Adit,5404,54,yes,0,0,0,0,0,0,1,1,4,4,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,2,yes,
276,1,Connor,4454,49,yes,0,0,0,0,0,0,0,0,3,3,4,UNKNOWN,Defender,UNKNOWN,0,0,0,0,0,0,Human,0,0,2,yes,
277,1,Mei Rose,4373,47,yes,0,0,0,0,0,0,0,1,3,3,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,2,no,didnt move after auto
278,1,REDACTED,103,47,yes,0,0,0,0,0,0,1,1,4,4,4,UNKNOWN,UNKNOWN,Floor,0,0,0,0,0,0,Human,3,3,3,yes,
279,1,Caleb,3974,54,no,0,0,0,0,0,0,1,0,4,4,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,1,yes,
280,1,Ava Peri,5407,49,yes,0,0,0,0,0,0,1,0,3,3,3,UNKNOWN,Gear,Floor,0,8,0,0,0,0,Floor,2,3,0,yes,
281,1,David,1811,46,yes,0,0,0,0,0,0,0,0,4,4,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,UNKNOWN,4,4,2,yes,fast
282,1,Alex,2495,54,yes,0,0,0,0,0,0,0,1,2,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,2,no,not good
283,1,David,2590,49,yes,0,0,0,0,0,0,0,0,4,4,3,UNKNOWN,Stand-Alone,UNKNOWN,0,0,0,0,0,0,Human,4,4,1,yes,
284,1,Ava,5407,47,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Floor,2,2,0,yes,stuck in gear loading station
285,1,Trey Hippensteal,2539,44,yes,0,0,0,0,0,0,1,1,3,3,2,UNKNOWN,Shooter,Human,0,0,0,0,0,0,Human,1,1,3,yes,
286,1,Cole,484,53,yes,0,0,0,0,0,0,1,1,4,3,3,UNKNOWN,Gear,Floor,0,0,0,0,0,0,Human,2,3,3,yes,
287,1,Trey,1495,47,no,0,0,0,0,0,0,0,0,2,3,3,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,3,no,
288,1,Mei Rose,6226,49,no,0,0,0,0,0,0,0,1,3,3,4,UNKNOWN,Defender,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,3,yes,
289,1,David,2095,46,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Shooter,UNKNOWN,0,0,0,0,0,0,UNKNOWN,1,1,0,yes,slow not good at defense
290,1,Adit,5420,53,yes,0,0,0,0,0,0,0,1,4,4,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,UNKNOWN,2,2,3,yes,
291,1,No one,5404,44,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,3,3,3,yes,
292,1,Trey,203,46,no,0,0,0,0,0,0,0,0,3,3,2,UNKNOWN,Gear,Floor,0,0,0,0,0,0,Human,0,0,2,no,
293,1,Justin,4342,44,yes,0,0,0,0,0,0,1,0,4,5,4,UNKNOWN,Stand-Alone,Floor,8,15,0,0,0,0,Human,0,0,3,yes,
294,1,Ava,1218,46,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Shooter,UNKNOWN,6,20,30,0,0,0,Floor,0,2,0,yes,difficulty getting gears
295,1,Alex,304,53,yes,0,0,0,0,0,0,0,1,2,4,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,1,1,3,yes,Couldn't climb to top; pilot was pulling up gears on the edge of the peg
296,1,Mei Rose,4454,46,no,0,0,0,0,0,0,0,1,2,3,2,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,UNKNOWN,0,0,3,no,climb failed
297,1,David Evans,3974,44,yes,0,0,0,0,0,0,0,1,4,4,4,UNKNOWN,UNKNOWN,Floor,0,0,0,0,0,0,Human,2,2,1,yes,Only Gear
298,1,Connor,2590,46,yes,0,0,0,0,0,0,0,0,4,4,3,UNKNOWN,UNKNOWN,UNKNOWN,4,11,36,0,0,0,UNKNOWN,5,5,3,no,
299,1,Ava Peri,341,44,yes,0,0,0,0,0,0,1,0,4,3,3,UNKNOWN,Gear,Floor,0,10,0,0,0,0,Human,2,2,0,yes,
300,1,Connor,484,45,yes,0,0,0,0,0,0,0,0,3,3,3,UNKNOWN,Gear,Floor,0,0,0,0,0,0,Human,2,3,3,no,
301,1,Mie Rose,486,45,yes,0,0,0,0,0,0,0,1,3,4,4,UNKNOWN,UNKNOWN,UNKNOWN,0,0,0,0,0,0,Floor,0,0,3,yes,
302,1,Justin,321,43,yes,0,0,0,0,0,0,0,0,3,5,3,UNKNOWN,Gear,UNKNOWN,0,0,0,0,0,0,Human,2,2,3,no,
